,loss,accuracy,val_loss,val_accuracy
0,0.6717467308044434,0.5889999866485596,0.668738603591919,0.6050000190734863
1,0.6676470041275024,0.621999979019165,0.6657001972198486,0.5899999737739563
2,0.6605572700500488,0.6359999775886536,0.6615767478942871,0.5950000286102295
3,0.6530703902244568,0.6589999794960022,0.6607936024665833,0.5950000286102295
4,0.6531453132629395,0.6620000004768372,0.6517306566238403,0.6399999856948853
5,0.6439884305000305,0.6819999814033508,0.6493353247642517,0.6399999856948853
6,0.6431293487548828,0.6669999957084656,0.640654444694519,0.6650000214576721
7,0.636033833026886,0.7089999914169312,0.635699987411499,0.675000011920929
8,0.6306241750717163,0.7059999704360962,0.6326504349708557,0.675000011920929
9,0.6290743350982666,0.7089999914169312,0.6275076270103455,0.6850000023841858
10,0.6185329556465149,0.734000027179718,0.6229694485664368,0.6850000023841858
11,0.6205750107765198,0.7160000205039978,0.6183123588562012,0.6899999976158142
12,0.612075924873352,0.7289999723434448,0.6125238537788391,0.7149999737739563
13,0.6088904738426208,0.7279999852180481,0.6088725924491882,0.7049999833106995
14,0.6051203608512878,0.7350000143051147,0.6038253903388977,0.7250000238418579
15,0.5980943441390991,0.7540000081062317,0.6015648245811462,0.7099999785423279
16,0.5942249894142151,0.7559999823570251,0.5936537384986877,0.7549999952316284
17,0.5887587666511536,0.7630000114440918,0.5901081562042236,0.7400000095367432
18,0.5868473649024963,0.7570000290870667,0.592704713344574,0.675000011920929
19,0.5813271999359131,0.7639999985694885,0.5795318484306335,0.7649999856948853
20,0.5824705362319946,0.7540000081062317,0.5780531167984009,0.7400000095367432
21,0.5730080604553223,0.7730000019073486,0.5714341998100281,0.7549999952316284
22,0.569223940372467,0.7739999890327454,0.573529064655304,0.7049999833106995
23,0.5631571412086487,0.7720000147819519,0.5616943836212158,0.7649999856948853
24,0.5623055100440979,0.781000018119812,0.5640243291854858,0.7300000190734863
25,0.5566549897193909,0.7850000262260437,0.5531768202781677,0.7649999856948853
26,0.5531825423240662,0.7829999923706055,0.5505605936050415,0.7549999952316284
27,0.5481623411178589,0.7929999828338623,0.5468298196792603,0.7450000047683716
28,0.5437249541282654,0.7889999747276306,0.543383002281189,0.75
29,0.5358981490135193,0.8009999990463257,0.5351456999778748,0.7699999809265137
30,0.5348179340362549,0.800000011920929,0.5344110131263733,0.75
31,0.5306704044342041,0.800000011920929,0.5290994048118591,0.7599999904632568
32,0.5225797295570374,0.8009999990463257,0.5210301280021667,0.7749999761581421
33,0.5260019302368164,0.7870000004768372,0.5160894393920898,0.7799999713897705
34,0.5137449502944946,0.8180000185966492,0.5189996957778931,0.75
35,0.5093673467636108,0.8169999718666077,0.5118458271026611,0.7599999904632568
36,0.5050213932991028,0.8230000138282776,0.5059259533882141,0.7699999809265137
37,0.501951277256012,0.8069999814033508,0.5023593306541443,0.7649999856948853
38,0.5004612803459167,0.8159999847412109,0.4991541802883148,0.7649999856948853
39,0.4947349429130554,0.8169999718666077,0.489944189786911,0.7850000262260437
40,0.4941311776638031,0.8109999895095825,0.4865049421787262,0.7749999761581421
41,0.4851931929588318,0.8330000042915344,0.4845030605792999,0.7799999713897705
42,0.4823908507823944,0.828000009059906,0.48021066188812256,0.7900000214576721
43,0.47841620445251465,0.8299999833106995,0.47448548674583435,0.7900000214576721
44,0.4692200720310211,0.8360000252723694,0.47083866596221924,0.7950000166893005
45,0.4683845341205597,0.8420000076293945,0.46682462096214294,0.800000011920929
46,0.46637091040611267,0.8289999961853027,0.45841628313064575,0.8100000023841858
47,0.46190008521080017,0.8209999799728394,0.46393316984176636,0.7900000214576721
48,0.457770973443985,0.828000009059906,0.4578779339790344,0.800000011920929
49,0.454193651676178,0.8379999995231628,0.4453330636024475,0.824999988079071
50,0.44987863302230835,0.8259999752044678,0.4461440145969391,0.8149999976158142
51,0.4424242079257965,0.8320000171661377,0.437164306640625,0.8299999833106995
52,0.43482112884521484,0.8489999771118164,0.43511444330215454,0.8199999928474426
53,0.4331814646720886,0.8550000190734863,0.43304359912872314,0.8199999928474426
54,0.42853012681007385,0.8500000238418579,0.42802104353904724,0.8199999928474426
55,0.4273059666156769,0.8410000205039978,0.4226793646812439,0.8349999785423279
56,0.4302183985710144,0.8389999866485596,0.4157075881958008,0.8349999785423279
57,0.4192042946815491,0.8539999723434448,0.4127254784107208,0.8349999785423279
58,0.4088931381702423,0.8679999709129333,0.4116913676261902,0.8349999785423279
59,0.4142991304397583,0.843999981880188,0.41120171546936035,0.8349999785423279
60,0.40369468927383423,0.8569999933242798,0.40506511926651,0.8450000286102295
61,0.4018954336643219,0.8579999804496765,0.4019610583782196,0.8450000286102295
62,0.4015566408634186,0.8610000014305115,0.3944352865219116,0.8450000286102295
63,0.3997436463832855,0.8500000238418579,0.3933211863040924,0.8550000190734863
64,0.39588043093681335,0.8579999804496765,0.38611912727355957,0.8500000238418579
65,0.38942116498947144,0.8550000190734863,0.3824876844882965,0.8500000238418579
66,0.3869872987270355,0.859000027179718,0.379360169172287,0.8550000190734863
67,0.37976738810539246,0.8679999709129333,0.3794654905796051,0.8550000190734863
68,0.3758331835269928,0.875,0.37109997868537903,0.8550000190734863
69,0.3707689344882965,0.8740000128746033,0.37684574723243713,0.8500000238418579
70,0.3707886040210724,0.8730000257492065,0.36773696541786194,0.8550000190734863
71,0.3693591356277466,0.8679999709129333,0.36173015832901,0.8600000143051147
72,0.36581695079803467,0.871999979019165,0.3611786961555481,0.8650000095367432
73,0.35933977365493774,0.8629999756813049,0.35347679257392883,0.8600000143051147
74,0.3586905598640442,0.8669999837875366,0.3538099527359009,0.8650000095367432
75,0.3457089960575104,0.8799999952316284,0.35012179613113403,0.8650000095367432
76,0.3475441038608551,0.8840000033378601,0.3444088399410248,0.8650000095367432
77,0.3434400260448456,0.8769999742507935,0.3500809967517853,0.8700000047683716
78,0.34335657954216003,0.8790000081062317,0.342380166053772,0.8700000047683716
79,0.34109190106391907,0.8830000162124634,0.33616915345191956,0.8700000047683716
80,0.3306014835834503,0.8899999856948853,0.33721062541007996,0.8700000047683716
81,0.3314460813999176,0.8820000290870667,0.33316752314567566,0.8700000047683716
82,0.31949231028556824,0.9039999842643738,0.32483261823654175,0.8700000047683716
83,0.31673938035964966,0.8980000019073486,0.3207493722438812,0.8799999952316284
84,0.3241344392299652,0.8799999952316284,0.323927640914917,0.8700000047683716
85,0.32327115535736084,0.8759999871253967,0.3190220296382904,0.8700000047683716
86,0.3113217055797577,0.8889999985694885,0.32638031244277954,0.8700000047683716
87,0.31791314482688904,0.8920000195503235,0.31557467579841614,0.8700000047683716
88,0.3134741187095642,0.8849999904632568,0.31108707189559937,0.8849999904632568
89,0.31027111411094666,0.8930000066757202,0.3039572238922119,0.8899999856948853
90,0.30667296051979065,0.8809999823570251,0.3090013563632965,0.8849999904632568
